case_id,family_id,target_service,target_metric,alert_service,alert_metric,maximum_change_service,maximum_change_metric,maximum_change_peak_residual_z,earliest_abnormal_service,earliest_abnormal_metric,earliest_abnormal_residual_z,change_order_pairs,change_order_offsets,retrieval_service_text,retrieval_line_text
S03_checkout_pod_kill_run_03,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;kafka/queue_lag;frontend/request_count;checkout/cpu_usage;product-catalog/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S03_checkout_pod_kill_run_03 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.7m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -10.8m sequence_rank2_service kafka sequence_rank2_metric queue_lag sequence_rank2_offset -10.8m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service checkout sequence_rank4_metric cpu_usage sequence_rank4_offset -10.8m sequence_rank5_service product-catalog sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service checkout slot_rank3_metric memory_usage slot_rank4_service frontend slot_rank4_metric http_5xx_ratio slot_rank5_service kafka slot_rank5_metric queue_lag,rank 1 service checkout metric memory_usage earliest_residual_z 3.85 peak_residual_z -14.51 rank 2 service kafka metric queue_lag earliest_residual_z 7.30 peak_residual_z 17.12 rank 3 service frontend metric request_count earliest_residual_z -0.40 peak_residual_z 3.74 rank 4 service checkout metric cpu_usage earliest_residual_z -1.49 peak_residual_z -3.90 rank 5 service product-catalog metric request_count earliest_residual_z -0.39 peak_residual_z 3.28
S03_checkout_pod_kill_run_04,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;frontend/request_count;cart/request_count;recommendation/request_count;ad/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S03_checkout_pod_kill_run_04 family_id S03_checkout_pod_kill region ap slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.7m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -10.8m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -10.8m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service recommendation sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 4.25 peak_residual_z -19.20 rank 2 service frontend metric request_count earliest_residual_z -0.35 peak_residual_z 5.59 rank 3 service cart metric request_count earliest_residual_z -0.35 peak_residual_z 4.64 rank 4 service recommendation metric request_count earliest_residual_z -0.35 peak_residual_z 5.89 rank 5 service ad metric request_count earliest_residual_z -0.35 peak_residual_z 5.61
S03_checkout_pod_kill_run_05,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;frontend/request_count;cart/request_count;ad/request_count;recommendation/request_count,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S03_checkout_pod_kill_run_05 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.7m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -11.0m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -11.0m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -11.0m sequence_rank4_service ad sequence_rank4_metric request_count sequence_rank4_offset -11.0m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -11.0m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 4.45 peak_residual_z -19.21 rank 2 service frontend metric request_count earliest_residual_z -0.40 peak_residual_z 4.88 rank 3 service cart metric request_count earliest_residual_z -0.40 peak_residual_z 3.93 rank 4 service ad metric request_count earliest_residual_z -0.39 peak_residual_z 5.26 rank 5 service recommendation metric request_count earliest_residual_z -0.40 peak_residual_z 5.09
S03_checkout_pod_kill_run_06,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;email/cpu_usage;frontend/request_count;cart/request_count;recommendation/request_count,-11.0m;-11.0m;-11.0m;-11.0m;-11.0m,incident_id S03_checkout_pod_kill_run_06 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.7m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -11.0m sequence_rank2_service email sequence_rank2_metric cpu_usage sequence_rank2_offset -11.0m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -11.0m sequence_rank4_service cart sequence_rank4_metric request_count sequence_rank4_offset -11.0m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -11.0m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 3.68 peak_residual_z -13.56 rank 2 service email metric cpu_usage earliest_residual_z -1.94 peak_residual_z -5.88 rank 3 service frontend metric request_count earliest_residual_z -0.36 peak_residual_z 4.50 rank 4 service cart metric request_count earliest_residual_z -0.36 peak_residual_z 3.89 rank 5 service recommendation metric request_count earliest_residual_z -0.36 peak_residual_z 4.95
S03_checkout_pod_kill_run_07,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,frontend/request_count;cart/request_count;recommendation/request_count;ad/request_count;product-catalog/request_count,-10.7m;-10.7m;-10.7m;-10.7m;-10.7m,incident_id S03_checkout_pod_kill_run_07 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.5m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service frontend sequence_rank1_metric request_count sequence_rank1_offset -10.7m sequence_rank2_service cart sequence_rank2_metric request_count sequence_rank2_offset -10.7m sequence_rank3_service recommendation sequence_rank3_metric request_count sequence_rank3_offset -10.7m sequence_rank4_service ad sequence_rank4_metric request_count sequence_rank4_offset -10.7m sequence_rank5_service product-catalog sequence_rank5_metric request_count sequence_rank5_offset -10.7m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service frontend metric request_count earliest_residual_z -0.43 peak_residual_z 2.97 rank 2 service cart metric request_count earliest_residual_z -0.43 peak_residual_z 2.40 rank 3 service recommendation metric request_count earliest_residual_z -0.43 peak_residual_z 3.30 rank 4 service ad metric request_count earliest_residual_z -0.43 peak_residual_z 3.17 rank 5 service product-catalog metric request_count earliest_residual_z -0.40 peak_residual_z 2.84
S03_checkout_pod_kill_run_08,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;checkout/cpu_usage;product-catalog/request_count;frontend/request_count;cart/request_count,-10.7m;-10.7m;-10.7m;-10.7m;-10.7m,incident_id S03_checkout_pod_kill_run_08 family_id S03_checkout_pod_kill region ap slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.2m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -10.7m sequence_rank2_service checkout sequence_rank2_metric cpu_usage sequence_rank2_offset -10.7m sequence_rank3_service product-catalog sequence_rank3_metric request_count sequence_rank3_offset -10.7m sequence_rank4_service frontend sequence_rank4_metric request_count sequence_rank4_offset -10.7m sequence_rank5_service cart sequence_rank5_metric request_count sequence_rank5_offset -10.7m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 5.23 peak_residual_z -19.07 rank 2 service checkout metric cpu_usage earliest_residual_z 4.83 peak_residual_z 6.60 rank 3 service product-catalog metric request_count earliest_residual_z -0.40 peak_residual_z 4.67 rank 4 service frontend metric request_count earliest_residual_z -0.41 peak_residual_z 4.24 rank 5 service cart metric request_count earliest_residual_z -0.41 peak_residual_z 4.21
S03_checkout_pod_kill_run_09,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/memory_usage;frontend/request_count;cart/request_count;product-catalog/request_count;recommendation/request_count,-10.7m;-10.7m;-10.7m;-10.7m;-10.7m,incident_id S03_checkout_pod_kill_run_09 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.5m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -10.7m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -10.7m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -10.7m sequence_rank4_service product-catalog sequence_rank4_metric request_count sequence_rank4_offset -10.7m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -10.7m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service frontend slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 4.16 peak_residual_z -19.18 rank 2 service frontend metric request_count earliest_residual_z -0.41 peak_residual_z 2.43 rank 3 service cart metric request_count earliest_residual_z -0.41 peak_residual_z 2.19 rank 4 service product-catalog metric request_count earliest_residual_z -0.40 peak_residual_z 1.95 rank 5 service recommendation metric request_count earliest_residual_z -0.41 peak_residual_z 2.55
S03_checkout_pod_kill_run_10,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,3000000,checkout,pod_restart_count,3000000,checkout/pod_restart_count;checkout/memory_usage;frontend/request_count;ad/request_count;cart/request_count,-10.5m;-10.5m;-10.5m;-10.5m;-10.5m,incident_id S03_checkout_pod_kill_run_10 family_id S03_checkout_pod_kill region us slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 3000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -10.5m change_start_delta_pct na change_start_residual_z 3000000.00 sequence_rank1_service checkout sequence_rank1_metric pod_restart_count sequence_rank1_offset -10.5m sequence_rank2_service checkout sequence_rank2_metric memory_usage sequence_rank2_offset -10.5m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.5m sequence_rank4_service ad sequence_rank4_metric request_count sequence_rank4_offset -10.5m sequence_rank5_service cart sequence_rank5_metric request_count sequence_rank5_offset -10.5m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service frontend slot_rank2_metric error_ratio slot_rank3_service frontend slot_rank3_metric http_5xx_ratio slot_rank4_service checkout slot_rank4_metric memory_usage slot_rank5_service product-catalog slot_rank5_metric cpu_usage,rank 1 service checkout metric pod_restart_count earliest_residual_z 3000000.00 peak_residual_z 3000000.00 rank 2 service checkout metric memory_usage earliest_residual_z 4.48 peak_residual_z -19.15 rank 3 service frontend metric request_count earliest_residual_z -0.43 peak_residual_z 5.33 rank 4 service ad metric request_count earliest_residual_z -0.43 peak_residual_z 6.43 rank 5 service cart metric request_count earliest_residual_z -0.43 peak_residual_z 4.22
S03_checkout_pod_kill_run_14,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,2000000,checkout,pod_restart_count,2000000,checkout/pod_restart_count;frontend/request_count;checkout/memory_usage;frontend/latency_p95;product-catalog/cpu_usage,-9.8m;-9.8m;-9.3m;-9.2m;-8.8m,incident_id S03_checkout_pod_kill_run_14 family_id S03_checkout_pod_kill region eu slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -9.8m change_start_delta_pct na change_start_residual_z 2000000.00 sequence_rank1_service checkout sequence_rank1_metric pod_restart_count sequence_rank1_offset -9.8m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -9.8m sequence_rank3_service checkout sequence_rank3_metric memory_usage sequence_rank3_offset -9.3m sequence_rank4_service frontend sequence_rank4_metric latency_p95 sequence_rank4_offset -9.2m sequence_rank5_service product-catalog sequence_rank5_metric cpu_usage sequence_rank5_offset -8.8m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric memory_usage slot_rank3_service checkout slot_rank3_metric cpu_usage slot_rank4_service ad slot_rank4_metric dependency_error_ratio slot_rank5_service recommendation slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric pod_restart_count earliest_residual_z 2000000.00 peak_residual_z 2000000.00 rank 2 service frontend metric request_count earliest_residual_z -0.45 peak_residual_z 2.24 rank 3 service checkout metric memory_usage earliest_residual_z 2.03 peak_residual_z -18.93 rank 4 service frontend metric latency_p95 earliest_residual_z -1.55 peak_residual_z -1.55 rank 5 service product-catalog metric cpu_usage earliest_residual_z 1.56 peak_residual_z 1.56
S03_checkout_pod_kill_run_15,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,2000000,checkout,pod_restart_count,2000000,checkout/pod_restart_count;frontend/request_count;ad/dependency_error_ratio;checkout/cpu_usage;frontend/latency_p95,-9.8m;-9.8m;-9.3m;-9.2m;-8.2m,incident_id S03_checkout_pod_kill_run_15 family_id S03_checkout_pod_kill region ap slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -9.8m change_start_delta_pct na change_start_residual_z 2000000.00 sequence_rank1_service checkout sequence_rank1_metric pod_restart_count sequence_rank1_offset -9.8m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -9.8m sequence_rank3_service ad sequence_rank3_metric dependency_error_ratio sequence_rank3_offset -9.3m sequence_rank4_service checkout sequence_rank4_metric cpu_usage sequence_rank4_offset -9.2m sequence_rank5_service frontend sequence_rank5_metric latency_p95 sequence_rank5_offset -8.2m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric memory_usage slot_rank3_service checkout slot_rank3_metric cpu_usage slot_rank4_service ad slot_rank4_metric dependency_error_ratio slot_rank5_service frontend slot_rank5_metric cpu_usage,rank 1 service checkout metric pod_restart_count earliest_residual_z 2000000.00 peak_residual_z 2000000.00 rank 2 service frontend metric request_count earliest_residual_z -0.45 peak_residual_z 2.24 rank 3 service ad metric dependency_error_ratio earliest_residual_z 2.47 peak_residual_z 5.08 rank 4 service checkout metric cpu_usage earliest_residual_z -5.73 peak_residual_z -6.57 rank 5 service frontend metric latency_p95 earliest_residual_z -1.65 peak_residual_z 2.04
S03_checkout_pod_kill_run_16,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,2000000,checkout,pod_restart_count,2000000,checkout/memory_usage;frontend/request_count;checkout/pod_restart_count;checkout/cpu_usage;frontend/latency_p95,-9.8m;-9.8m;-9.7m;-8.5m;-8.3m,incident_id S03_checkout_pod_kill_run_16 family_id S03_checkout_pod_kill region eu slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -9.7m change_start_delta_pct na change_start_residual_z 2000000.00 sequence_rank1_service checkout sequence_rank1_metric memory_usage sequence_rank1_offset -9.8m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -9.8m sequence_rank3_service checkout sequence_rank3_metric pod_restart_count sequence_rank3_offset -9.7m sequence_rank4_service checkout sequence_rank4_metric cpu_usage sequence_rank4_offset -8.5m sequence_rank5_service frontend sequence_rank5_metric latency_p95 sequence_rank5_offset -8.3m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric memory_usage slot_rank3_service checkout slot_rank3_metric cpu_usage slot_rank4_service frontend slot_rank4_metric latency_p95 slot_rank5_service ad slot_rank5_metric dependency_error_ratio,rank 1 service checkout metric memory_usage earliest_residual_z 2.43 peak_residual_z -17.82 rank 2 service frontend metric request_count earliest_residual_z -0.45 peak_residual_z 2.24 rank 3 service checkout metric pod_restart_count earliest_residual_z 2000000.00 peak_residual_z 2000000.00 rank 4 service checkout metric cpu_usage earliest_residual_z -4.53 peak_residual_z -4.53 rank 5 service frontend metric latency_p95 earliest_residual_z 2.37 peak_residual_z 2.37
S03_checkout_pod_kill_run_17,S03_checkout_pod_kill,checkout,pod_restart_count,checkout,pod_restart_count,checkout,pod_restart_count,2000000,checkout,pod_restart_count,2000000,frontend/request_count;checkout/pod_restart_count;checkout/cpu_usage;email/cpu_usage;frontend/latency_p95,-9.7m;-9.5m;-8.2m;-8.0m;-6.8m,incident_id S03_checkout_pod_kill_run_17 family_id S03_checkout_pod_kill region ap slot_top_service checkout slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service checkout change_start_metric pod_restart_count change_start_offset -9.5m change_start_delta_pct na change_start_residual_z 2000000.00 sequence_rank1_service frontend sequence_rank1_metric request_count sequence_rank1_offset -9.7m sequence_rank2_service checkout sequence_rank2_metric pod_restart_count sequence_rank2_offset -9.5m sequence_rank3_service checkout sequence_rank3_metric cpu_usage sequence_rank3_offset -8.2m sequence_rank4_service email sequence_rank4_metric cpu_usage sequence_rank4_offset -8.0m sequence_rank5_service frontend sequence_rank5_metric latency_p95 sequence_rank5_offset -6.8m slot_rank1_service checkout slot_rank1_metric pod_restart_count slot_rank2_service checkout slot_rank2_metric memory_usage slot_rank3_service checkout slot_rank3_metric cpu_usage slot_rank4_service recommendation slot_rank4_metric dependency_error_ratio slot_rank5_service kafka slot_rank5_metric queue_lag,rank 1 service frontend metric request_count earliest_residual_z -0.46 peak_residual_z 2.18 rank 2 service checkout metric pod_restart_count earliest_residual_z 2000000.00 peak_residual_z 2000000.00 rank 3 service checkout metric cpu_usage earliest_residual_z -8.14 peak_residual_z -8.17 rank 4 service email metric cpu_usage earliest_residual_z 1.25 peak_residual_z 1.25 rank 5 service frontend metric latency_p95 earliest_residual_z -2.23 peak_residual_z -2.23
S04_productcatalog_network_delay_run_01,S04_productcatalog_network_delay,product-catalog,cpu_usage,product-catalog,cpu_usage,product-catalog,cpu_usage,506.343218697,product-catalog,cpu_usage,15.5489773317,cart/request_count;frontend/request_count;product-catalog/request_count;recommendation/request_count;ad/request_count,-9.5m;-9.5m;-9.5m;-9.5m;-9.5m,incident_id S04_productcatalog_network_delay_run_01 family_id S04_productcatalog_network_delay region eu slot_top_service product-catalog slot_top_metric cpu_usage slot_top_delta_pct +13058.11% slot_top_residual_z 506.34 change_start_service product-catalog change_start_metric cpu_usage change_start_offset -9.3m change_start_delta_pct +400.99% change_start_residual_z 15.55 sequence_rank1_service cart sequence_rank1_metric request_count sequence_rank1_offset -9.5m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -9.5m sequence_rank3_service product-catalog sequence_rank3_metric request_count sequence_rank3_offset -9.5m sequence_rank4_service recommendation sequence_rank4_metric request_count sequence_rank4_offset -9.5m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -9.5m slot_rank1_service product-catalog slot_rank1_metric cpu_usage slot_rank2_service recommendation slot_rank2_metric latency_p95 slot_rank3_service cart slot_rank3_metric latency_p95 slot_rank4_service email slot_rank4_metric latency_p95 slot_rank5_service product-catalog slot_rank5_metric latency_p95,rank 1 service cart metric request_count earliest_residual_z -0.44 peak_residual_z 2.68 rank 2 service frontend metric request_count earliest_residual_z -0.44 peak_residual_z 2.60 rank 3 service product-catalog metric request_count earliest_residual_z -0.44 peak_residual_z 2.53 rank 4 service recommendation metric request_count earliest_residual_z -0.44 peak_residual_z 2.83 rank 5 service ad metric request_count earliest_residual_z -0.44 peak_residual_z 2.54
S04_productcatalog_network_delay_run_02,S04_productcatalog_network_delay,product-catalog,cpu_usage,product-catalog,pod_restart_count,product-catalog,pod_restart_count,2000000,product-catalog,pod_restart_count,1000000,product-catalog/request_count;frontend/request_count;cart/request_count;recommendation/request_count;ad/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S04_productcatalog_network_delay_run_02 family_id S04_productcatalog_network_delay region eu slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.3m change_start_delta_pct na change_start_residual_z 1000000.00 sequence_rank1_service product-catalog sequence_rank1_metric request_count sequence_rank1_offset -10.8m sequence_rank2_service frontend sequence_rank2_metric request_count sequence_rank2_offset -10.8m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service recommendation sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service product-catalog slot_rank2_metric cpu_usage slot_rank3_service recommendation slot_rank3_metric latency_p95 slot_rank4_service product-catalog slot_rank4_metric latency_p95 slot_rank5_service checkout slot_rank5_metric latency_p95,rank 1 service product-catalog metric request_count earliest_residual_z -0.38 peak_residual_z 4.85 rank 2 service frontend metric request_count earliest_residual_z -0.38 peak_residual_z 4.79 rank 3 service cart metric request_count earliest_residual_z -0.38 peak_residual_z 4.65 rank 4 service recommendation metric request_count earliest_residual_z -0.38 peak_residual_z 4.96 rank 5 service ad metric request_count earliest_residual_z -0.38 peak_residual_z 4.68
S04_productcatalog_network_delay_run_03,S04_productcatalog_network_delay,product-catalog,cpu_usage,product-catalog,cpu_usage,product-catalog,cpu_usage,1487.59718935,product-catalog,cpu_usage,2.9622773614,product-catalog/cpu_usage;product-catalog/request_count;frontend/request_count;cart/request_count;recommendation/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S04_productcatalog_network_delay_run_03 family_id S04_productcatalog_network_delay region eu slot_top_service product-catalog slot_top_metric cpu_usage slot_top_delta_pct +11951.92% slot_top_residual_z 1487.60 change_start_service product-catalog change_start_metric cpu_usage change_start_offset -10.8m change_start_delta_pct +23.80% change_start_residual_z 2.96 sequence_rank1_service product-catalog sequence_rank1_metric cpu_usage sequence_rank1_offset -10.8m sequence_rank2_service product-catalog sequence_rank2_metric request_count sequence_rank2_offset -10.8m sequence_rank3_service frontend sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service cart sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service recommendation sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric cpu_usage slot_rank2_service recommendation slot_rank2_metric latency_p95 slot_rank3_service ad slot_rank3_metric latency_p95 slot_rank4_service product-catalog slot_rank4_metric memory_usage slot_rank5_service product-catalog slot_rank5_metric latency_p95,rank 1 service product-catalog metric cpu_usage earliest_residual_z 2.96 peak_residual_z 1487.60 rank 2 service product-catalog metric request_count earliest_residual_z -0.40 peak_residual_z 5.89 rank 3 service frontend metric request_count earliest_residual_z -0.40 peak_residual_z 5.74 rank 4 service cart metric request_count earliest_residual_z -0.40 peak_residual_z 5.62 rank 5 service recommendation metric request_count earliest_residual_z -0.40 peak_residual_z 6.06
S04_productcatalog_network_delay_run_04,S04_productcatalog_network_delay,product-catalog,cpu_usage,product-catalog,pod_restart_count,product-catalog,pod_restart_count,2000000,product-catalog,pod_restart_count,1000000,product-catalog/cpu_usage;product-catalog/memory_usage;cart/request_count;frontend/request_count;ad/request_count,-10.8m;-10.8m;-10.8m;-10.8m;-10.8m,incident_id S04_productcatalog_network_delay_run_04 family_id S04_productcatalog_network_delay region us slot_top_service product-catalog slot_top_metric pod_restart_count slot_top_delta_pct na slot_top_residual_z 2000000.00 change_start_service product-catalog change_start_metric pod_restart_count change_start_offset -10.2m change_start_delta_pct na change_start_residual_z 1000000.00 sequence_rank1_service product-catalog sequence_rank1_metric cpu_usage sequence_rank1_offset -10.8m sequence_rank2_service product-catalog sequence_rank2_metric memory_usage sequence_rank2_offset -10.8m sequence_rank3_service cart sequence_rank3_metric request_count sequence_rank3_offset -10.8m sequence_rank4_service frontend sequence_rank4_metric request_count sequence_rank4_offset -10.8m sequence_rank5_service ad sequence_rank5_metric request_count sequence_rank5_offset -10.8m slot_rank1_service product-catalog slot_rank1_metric pod_restart_count slot_rank2_service product-catalog slot_rank2_metric cpu_usage slot_rank3_service recommendation slot_rank3_metric latency_p95 slot_rank4_service email slot_rank4_metric latency_p95 slot_rank5_service checkout slot_rank5_metric latency_p95,rank 1 service product-catalog metric cpu_usage earliest_residual_z 14.46 peak_residual_z 512.81 rank 2 service product-catalog metric memory_usage earliest_residual_z 2.34 peak_residual_z 13.46 rank 3 service cart metric request_count earliest_residual_z -0.41 peak_residual_z 4.67 rank 4 service frontend metric request_count earliest_residual_z -0.41 peak_residual_z 4.65 rank 5 service ad metric request_count earliest_residual_z -0.41 peak_residual_z 5.04
